Sample Id,Supertype,Section.Label,Neurotransmitter.Type,Anatomical.Division,Cluster,Class,Anatomical.Structure,Subclass,Anatomical.Substructure
f6956cb5-eca5-4086-bc8f-3c902da4e2cc,0715 PRC-PAG Tcf7l2 Irx2 Glut_3,C57BL6J-638850.33,Glut,MB,2917 PRC-PAG Tcf7l2 Irx2 Glut_3,19 MB Glut,NOT,167 PRC-PAG Tcf7l2 Irx2 Glut,NOT
9cad7a8f-99be-4514-9b15-56c72d5e9eb4,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
b0ab0c34-fb5c-4e91-a1a9-3de6ab951155,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
c8d529f7-9d26-481a-8948-3dc64560bf2b,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
1ac124c2-ee25-4527-a6ea-9d218a369c48,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
b5644d62-aff6-4eb8-97b4-ce689fdf2fd0,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
364e80f7-2372-48b6-8932-0cccd92086cb,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3249 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
6510565f-800f-42e9-8192-76de19ad47e9,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
f1b777b8-9855-459d-838e-263279eafa12,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
afc5a134-1d72-44b5-8b56-85cf61aa00ed,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
9e2c15ad-a6f3-4e9f-8251-2abca38f82f7,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
9dbdcdcd-1751-43d8-8db7-736ba7df260e,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
8fa1b8dd-7d7c-4a65-a362-2a5ab1bf22b9,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3249 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
7f8728f9-a89b-4cfc-ab13-f29a7dea43b8,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3241 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
1d982c0c-c549-4b35-988c-fea90a1a1b7c,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
2fae5243-dda1-4cde-88e0-615e5aaf5c0f,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
7e501001-351c-46d2-80a5-e1971e367844,0715 PRC-PAG Tcf7l2 Irx2 Glut_3,C57BL6J-638850.33,Glut,MB,2917 PRC-PAG Tcf7l2 Irx2 Glut_3,19 MB Glut,NOT,167 PRC-PAG Tcf7l2 Irx2 Glut,NOT
33761cf8-68ad-40b4-ab5c-a6c2e2bb0a1e,0761 SCig Foxb1 Glut_2,C57BL6J-638850.33,Glut,MB,3223 SCig Foxb1 Glut_2,19 MB Glut,NOT,176 SCig Foxb1 Glut,NOT
c569822b-6cfd-44ec-9b3e-f7721440e5aa,0715 PRC-PAG Tcf7l2 Irx2 Glut_3,C57BL6J-638850.33,Glut,MB,2917 PRC-PAG Tcf7l2 Irx2 Glut_3,19 MB Glut,NOT,167 PRC-PAG Tcf7l2 Irx2 Glut,NOT
7e2d98f8-2d1e-4355-8756-4fa845935cda,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
070d1ba8-0bd4-45ab-965b-eeaa3614acae,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
eee40c1f-c60f-408b-9fe5-a4acfb23833f,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
0a158735-2f93-43e7-b99f-efc9c16d28ff,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
117295a2-d89c-453f-8ec0-39d5e92779c8,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
493e7b62-535b-454c-899b-09899f5fba57,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
c7701c94-fb6f-47d0-a01c-e14ae96f4da0,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3242 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
db809184-3774-4dc4-8851-68e322407ad6,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
451d401c-b5d9-42b5-a753-fa6e71d3e198,0785 SCsg Pde5a Glut_1,C57BL6J-638850.33,Glut,MB,3361 SCsg Pde5a Glut_1,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
9d9318ed-ab17-463a-81ed-2a1aba8fd2fb,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
cda09af5-d43b-4d1e-9f52-4e1c83e86e83,0787 SCsg Pde5a Glut_3,C57BL6J-638850.33,Glut,MB,3368 SCsg Pde5a Glut_3,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
1adaaa85-5691-41ec-964d-b72cbb6c3528,0787 SCsg Pde5a Glut_3,C57BL6J-638850.33,Glut,MB,3368 SCsg Pde5a Glut_3,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
f106f321-bb4c-4d21-b92e-4f71982d297c,0786 SCsg Pde5a Glut_2,C57BL6J-638850.33,Glut,MB,3363 SCsg Pde5a Glut_2,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
3a2ec0fb-5b45-45a4-bd75-2f7b7630c1ef,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
30e61ce0-bf51-4202-897d-4539f6f3a6f8,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
a6820d30-0c89-4ca1-9049-783010686614,0787 SCsg Pde5a Glut_3,C57BL6J-638850.33,Glut,MB,3367 SCsg Pde5a Glut_3,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
c439bdf9-686c-4ce8-92c8-bfd670c11cc1,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
fef37931-e848-4703-875b-a6619aad43f9,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
fd9386d8-cc87-49de-af8c-977b63632a7a,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
d8c8d3ce-3fea-4639-9b1d-fb3b41215d07,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
ba8a0fed-6f6e-4836-b7cf-1be94b2a24d1,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
714d6113-14d2-4d16-9035-1ee5cc38295e,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
28155109-b188-46b0-8f46-31bee23d3cca,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3249 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
b1d9db8b-eada-43a9-b992-64aa5565038f,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
2a391ef7-a009-4265-ac25-6cc1adf19771,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
fa1fabb1-5929-4252-8900-c079051e449b,0783 SCig Tfap2b Chrnb3 Glut_1,C57BL6J-638850.33,Glut,MB,3354 SCig Tfap2b Chrnb3 Glut_1,19 MB Glut,NOT,185 SCig Tfap2b Chrnb3 Glut,NOT
37856d42-a321-4dce-80f8-b8df8979e127,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
2da18018-a596-4168-9224-a73700ac02b4,0787 SCsg Pde5a Glut_3,C57BL6J-638850.33,Glut,MB,3367 SCsg Pde5a Glut_3,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
6862faac-ff36-4c11-bb83-55205a82b198,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
5d764c10-ea1b-413b-9d7d-8227a4f13fd5,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
5127162c-74a4-4ba0-93d0-baf09c515a32,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
310fd974-f5de-4447-9c4f-7c33dcb92ca8,0761 SCig Foxb1 Glut_2,C57BL6J-638850.33,Glut,MB,3223 SCig Foxb1 Glut_2,19 MB Glut,NOT,176 SCig Foxb1 Glut,NOT
b3449573-21d5-46e7-b221-e3ff905540a7,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3250 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
678b3466-8516-48d7-938d-1a66c7d81610,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
9b1b25be-ffcb-4b02-993c-27fb6f119754,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3249 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
7185560d-d7eb-4a25-ab60-e34086f16b91,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3241 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
20c26bd2-9ee0-44a6-bf24-cfd1d603205d,0787 SCsg Pde5a Glut_3,C57BL6J-638850.33,Glut,MB,3368 SCsg Pde5a Glut_3,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
59a2d1ec-aed1-44d3-9e13-d730b77f4771,0787 SCsg Pde5a Glut_3,C57BL6J-638850.33,Glut,MB,3370 SCsg Pde5a Glut_3,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
6f43effa-1f3a-414b-b0b9-98d075c23a1e,0787 SCsg Pde5a Glut_3,C57BL6J-638850.33,Glut,MB,3367 SCsg Pde5a Glut_3,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
a32fc432-cbcf-4c32-82af-cfe04095f2ee,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
f368eccf-aafe-46ed-ae8f-7daac81ced00,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
b2da5d84-39ec-48f6-88e7-3fbe54e64566,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
8557ec91-8662-4647-87f7-e141825a7078,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
6c7dc99c-c056-46d2-b369-1891eefafa2f,0785 SCsg Pde5a Glut_1,C57BL6J-638850.33,Glut,MB,3361 SCsg Pde5a Glut_1,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
f9addfb8-ef0f-4040-ac31-c58fd70369d2,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
046fe779-a03f-4d64-9608-e05e4808a6fa,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
3e9c848b-e004-4791-91a3-fdd7654b0cb8,0787 SCsg Pde5a Glut_3,C57BL6J-638850.33,Glut,MB,3368 SCsg Pde5a Glut_3,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
6a7379e1-2b81-4102-a4b9-d88eff187ae7,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
4123daf3-d21b-4645-831a-4795ada16dc0,0715 PRC-PAG Tcf7l2 Irx2 Glut_3,C57BL6J-638850.33,Glut,MB,2917 PRC-PAG Tcf7l2 Irx2 Glut_3,19 MB Glut,NOT,167 PRC-PAG Tcf7l2 Irx2 Glut,NOT
44aed46d-62bc-423e-863c-d570d35b73e8,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
e1953b60-b12f-4a4e-a63d-bccf8befefef,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
1a6b0e5a-34d3-4832-98ea-bbfe67f6f92e,0783 SCig Tfap2b Chrnb3 Glut_1,C57BL6J-638850.33,Glut,MB,3354 SCig Tfap2b Chrnb3 Glut_1,19 MB Glut,NOT,185 SCig Tfap2b Chrnb3 Glut,NOT
0de282d5-b060-4a1e-a4e2-3eb89976999a,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3242 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
b2224384-fc99-4ea1-b7b9-2ea9828908d1,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
69fe4686-80da-47f0-aa08-5750c0b94ed3,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3249 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
6389f4e4-a70c-448e-8d68-3345f72d01e4,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
99efa4a6-99a3-4f82-bac2-9465177310a7,0787 SCsg Pde5a Glut_3,C57BL6J-638850.33,Glut,MB,3369 SCsg Pde5a Glut_3,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
f8df6b81-d355-4d17-8151-e6babbefdadf,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
22d43e6a-15b6-4cfe-8e71-7271c1988279,0762 SCig Foxb1 Glut_3,C57BL6J-638850.33,Glut,MB,3233 SCig Foxb1 Glut_3,19 MB Glut,NOT,176 SCig Foxb1 Glut,NOT
62906cd0-a70e-4ef6-bc82-bc4b9eb878d5,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
3b18e4c1-3512-4b26-a34f-40abc4d94f4b,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
69b5b81b-7bec-45b0-9f71-a6773960e7a1,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
04a3e68c-fd7f-4ccd-9efe-f28f3a93c05e,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
b89fefac-d2ae-4fd0-9476-61c271a3357d,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
bf579a8d-3c60-4c9b-89ff-c4a97808346d,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
bcee623c-9d60-4711-98f4-5a12f092b770,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
1b78455a-b4c8-4108-a3ff-8ea8daba8bd9,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
360f55d7-5039-4c3d-8b1b-aed839a63083,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
0b2ea32e-26b7-4951-a5d5-5081e97cbdfb,0785 SCsg Pde5a Glut_1,C57BL6J-638850.33,Glut,MB,3362 SCsg Pde5a Glut_1,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
ec2b514b-5bd5-48a3-a377-a54da369b653,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
763f9d86-1f21-4a00-945c-5c130d823ec0,0785 SCsg Pde5a Glut_1,C57BL6J-638850.33,Glut,MB,3361 SCsg Pde5a Glut_1,19 MB Glut,NOT,187 SCsg Pde5a Glut,NOT
91bc2f5a-e5cf-407e-be30-934334d818af,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
4cb31ec1-9d6a-48ab-b3dc-ee5dbeb06ebd,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
11b1091d-b9d0-4639-aea1-84a7cb938c11,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.33,Glut,MB,3244 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,NOT,177 SCig-an-PPT Foxb1 Glut,NOT
b76cb419-fc0b-47d0-af3c-7bba20328e14,0654 TH Prkcd Grin2c Glut_1,C57BL6J-638850.33,Glut,MB,2649 TH Prkcd Grin2c Glut_1,18 TH Glut,NOT,151 TH Prkcd Grin2c Glut,NOT